"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87"
"1",0,0,0,198.896755313746,0,0,0,3219.60421035914,654.811566555555,26.5382908404066,1497.60919797803,1139.02483751658,394.514462577752,4784.85898722841,3247.10682294663,1006.01682234819,0,0,643.818936676156,19.5101851941953,0,0,1553.27050684963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,842.820746304865,0,0,449.839291093033,1532.34950341502,1994.72509936199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324.440037600674,0,685.770830389292,0,608.536873840705,0,0,0,0,0,0,0,0,0,0,219.936035609942,0
"2",0,0,1394.80733323425,0,0,0,297.166937377445,0,2648.60689389044,5329.51618178231,0,0,1830.92045665967,0,0,0,0,0,2982.53065345922,0,0,1992.54211734114,0,3633.67139581489,0,0,0,0,332.39627098555,0,0,0,0,0,0,0,0,0,189.951951854803,0,0,0,0,0,0,0,0,0,0,0,0,3098.3591587315,0,0,0,0,0,0,0,62.4557233976825,0,0,0,0,0,0,1208.89769033297,996.203992395732,0,28.0227159921501,0,0,0,0,2386.40982401155,0,0,0,0,0,891.446388767131,0,222.745239528871,0,522.672235592378,311.483978850381,0
"3",465.359541661879,846.687391226238,0,0,0,0,1703.05955945293,0,0,1301.61306611769,0,0,1904.99561457556,0,0,0,0,0,0,0,1232.96984713996,0,0,2049.58716006965,0,0,0,0,0,0,0,0,0,0,0,0,435.496080906227,0,0,58.8218694208169,0,0,0,0,0,0,0,0,0,0,93.5433531828221,0,195.219813979171,0,0,0,0,0,0,0,0,0,501.014948382154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",634.403775877992,0,0,0,1192.42337345382,0,265.706831213722,54460.1703306217,0,29362.1965675307,2046.46983477791,0,20161.796771372,0,6685.05601757976,3687.28117239544,3577.0400339736,713.833418443083,997.616794240056,0,4.71347153084133,250.516574062008,0,4455.17247775255,1936.25662521308,11.0606001803743,442.465454234668,0,0,308.629888358497,0,0,0,544.492678037903,0,0,0,0,143.93526806783,106.837455564923,0,0,0,0,0,0,0,627.981802799307,1832.64259104423,8231.99346683787,0,2072.84123625208,0,25057.0444607396,0,1229.30835514548,96.6218115839547,0,411.32232609959,712.94982804186,957.048463388767,0,0,0,1810.53144355582,0,9803.38219827908,5135.58942701055,0,668.600244369582,91.4621842515151,0,15342.8550950664,10036.8175422375,3980.76034584834,0,0,0,2380.82440442424,0,0,0,0,1574.48419607221,4034.62752752603,133.220433864183,0
"5",0,1063.99692147719,0,0,0,0,0,0,0,1785.8293855474,90.7502430806394,0,0,3566.28997222695,0,0,0,0,4617.87501116584,0,0,337.142630725581,63.1393057228775,0,0,0,0,0,0,0,0,746.257742557621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783.966790679047,1376.09737467274,134.214925191061,0,0,997.330303375493,268.777510105006,5487.82578053232,0,0,1783.18327129433,0,0,0,0,0,0,0,0,0,0,60.5532096504115,0,0,0,0,109.204804971927,0,0,0,282.766339477302,0,0,0,0,0,0,0,206.726384425968,108.990849162314,0
"6",0,0,0,1318.68694265761,0,0,0,0,1536.52800224746,0,0,0,0,278.434904863785,0,0,0,0,0,0,0,0,790.657428479519,0,425.678381936405,1257.7796068298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903.226125074787,84.7631293011311,0,0,511.492462329231,0,0,0,0,0,0,0,0,799.753016280319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",0,0,277.737681915334,0,0,408.298203042661,0,657.08545448804,0,0,120.304439993706,0,0,0,0,0,0,0,0,0,175.133037909229,0,0,2526.17405523159,28.6683986891564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440.874099432581,0,313.005137896083,0,0,0,0,0,0,400.834376141493,0,432.543804043295,269.43148300907,0,0,0,0,0,0,0,0,0,786.714502563143,0,0,0,292.739865263991,0,0,0,0,0,0,0,0,0,0,0,164.14792842756,0,0
"8",0,0,1386.61480377903,19183.5817026503,0,1083.74021363244,0,0,3626.89008967276,4784.64766159872,15678.3363080356,11666.93527846,14446.7135987547,1493.0639772017,1803.4157042482,194.432642164929,6824.5166749962,2444.75034763658,4368.60292590791,68.9023408389153,0,897.281494587178,1913.96677560478,4339.5049252591,409.553033165655,0,6.55419412092033,0,1086.34135405926,2846.89248769313,0,0,0,1406.36670914532,1232.18656802178,0,0,0,0,35.0075617315224,0,0,0,0,63.6658332656467,0,0,0,24834.4245623877,1108.74522070852,1735.43553586316,1658.55467242751,6163.2603177526,4323.81228342049,1710.97565329233,0,0,32.4606397839896,446.018505866167,0,0,277.425412822475,0,0,0,0,16203.0856570383,5596.29339740464,0,0,1122.94734729054,0,17226.1828071513,2554.0863785892,267.010699146301,0,0,0,0,1468.24524649816,0,1672.71365951481,787.501951128236,0,1878.83594470946,38.0999924506513,0
"9",0,435.223112994554,0,5035.78318535727,7625.82193395519,0,142.293465535428,21388.6518974693,0,7174.44397372955,0,5838.41559470901,0,2922.47183193889,2958.46289154975,1513.0716109823,0,0,2941.36566535959,4.03860374874664,0,0,5889.25350014709,0,400.24228971935,0,704.890599380165,0,0,0,0,0,0,0,1394.74294722946,0,0,0,0,0,0,1056.15516233349,89.1763524774311,0,0,0,262.493884550326,0,4737.87633807836,10473.3250844919,0,0,24254.3380319466,4635.39048181511,3203.45561615122,0,675.677426878882,1195.61591496086,0,0,0,0,144.791279366377,536.659902562975,166.362717495508,864.633279258071,0,2426.9681221668,221.136484362563,203.785935888693,2153.18240912,0,7898.29853089033,0,0,0,0,0,0,0,0,0,2360.59385410701,4261.01008729219,0,0,0
"10",7311.87467084364,0,448.890607492667,11139.2935611281,1552.74848603566,0,0,4321.71300739937,9394.94930191458,0,5664.06431964222,7467.78020185629,6306.11327460498,0,0,0,399.069738130137,0,712.714392537465,0,0,0,3040.38775140893,0,0,0,0,0,0,0,0,603.84648545239,489.777338590694,235.357445136299,0,0,0,116.520109042489,0,0,0,396.693729735506,0,0,73.4942827674008,0,0,0,2271.83961737289,3211.20820148394,0,702.550591110589,6891.96394741164,12532.2573452736,482.595731327437,359.879126070653,0,0,140.347209739929,0,0,0,398.772929961595,758.626248485677,2154.13559671742,0,13350.7570699889,12265.3323984856,0,22.3206792951693,0,0,3355.18864372624,1474.75987705173,0,0,831.349185805886,0,6409.87651980292,416.051306903452,889.260575579438,0,3707.21452140333,342.753126696292,0,1261.77084658689,0
"11",618.685275104602,1746.27404414807,1569.22034898582,1303.00025726648,973.111855898388,1107.98813117451,330.315098017731,7492.87218204327,0,7616.92592099001,0,14051.926018973,0,662.343486387651,0,0,0,0,0,190.522104318844,91.4282931328913,0,573.981341748981,6894.45910350581,947.118736704811,0,0,2088.7463843924,512.116746917505,527.628898346978,808.619672053448,994.670973334232,0,0,0,473.466390442916,0,0,31.2092354033022,0,0,0,0,0,0,0,381.678791274954,0,0,16977.1798870407,36.9943046087501,25726.6584800999,2337.97566510201,0,9455.88886417734,1548.47242572917,0,0,0,85.9269328120216,0,0,0,0,2356.17383290537,0,0,5246.09241024934,0,0,276.866503285317,0,5026.7237042302,107.251275134077,2447.92180175818,0,0,691.545619783136,0,907.441326759974,0,1421.86289810035,1916.16588512421,1060.52190467814,271.618346572129,5972.40864128298,0
"12",0,0,77.104924742855,0,0,0,0,5876.45087926923,794.212046666562,1085.33128832071,1285.00359955593,0,2618.38044054687,120.057272098224,0,0,986.483991438059,0,0,0,0,0,10971.846959675,4680.65461934747,2370.68945283629,0,0,0,0,0,0,180.336662652281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1556.91453457177,1479.87781015317,0,2668.79454867333,5935.17227506526,20273.5575249135,11603.1482655991,0,505.181114020334,0,0,0,0,0,0,0,0,0,12914.1086628412,4927.81772927233,0,0,0,0,1360.22350109493,0,2133.17487015825,0,426.357161538326,0,0,0,0,0,283.545076954828,0,221.574787993986,0,0
"13",0,0,0,3624.43539753901,0,0,1293.905223081,1398.2737907331,523.111693576543,291.634517928972,7566.56037769672,0,0,0,1970.997096323,0,0,0,6010.54876927867,0,0,0,0,5829.14201448511,0,372.456095184964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9703.54512548853,0,155.061289797297,3285.22458568814,7272.62349626398,21043.2755038506,992.622317295569,0,0,705.880348791914,0,0,0,0,0,0,0,0,6000.68633027113,9629.31174274151,1326.1010057411,0,1204.07979922981,0,633.427725615114,0,0,0,0,0,365.931626884878,0,17.8591339030876,0,0,0,0,0,0
