"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87"
"1",0,0,1861.13654828772,4944.29434420457,535.071406528789,0,0,0,0,0,623.701884939515,0,0,0,0,648.965042311706,1553.70400170055,0,0,0,0,0,0,3168.95086576777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2152.74944417901,0,0,0,742.682894892628,4868.34801484762,0,0,0,355.51371969682,0,410.006373090241,0,0,0,0,0,0,1794.61705465569,0,105.853080871626,0,0,503.71167617334,0,0,0,0,0,0,525.382987756012,0,0,0,0,0,0,0,249.310660096335
"2",0,0,0,454.229791706678,0,0,0,494.399440314024,1316.56366475905,1794.97771877321,1816.04614702049,0,2922.57985772069,2810.20149512992,0,0,2.87679164348064,0,2601.13417343658,0,0,0,0,1535.20421139758,0,0,0,0,0,0,0,2887.07767750247,0,0,1571.08458866823,0,0,0,0,0,0,0,0,0,0,0,518.897439151052,0,0,0,2.21025586837095,0,343.415700278442,199.394406608911,740.046631536971,0,530.513952721486,0,0,0,0,0,0,0,0,0,0,3206.34114919135,0,0,973.475303780796,0,3640.13674279028,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",0,0,0,0,803.900664330078,0,0,64.700151376976,880.492636594296,2794.61326393736,0,0,0,1842.14693774475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414.842897558013,0,0,0,26.7424255790849,0,0,0,0,0,0,0,0,0,0,0,2704.57677320278,0,0,0,0,0,0,0,941.377737674127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.974758117628,0,0,0,0,0,0
"4",65.2589185163658,205.761367414927,0,0,0,0,0,69909.0234268712,32.5122168211346,15977.2145457917,2786.2515700604,16827.693831717,13796.4730915145,0,0,0,1256.78700708921,0,1568.37632278207,0,0,0,0,3468.02918605828,0,0,0,589.773076711846,0,0,228.930677825162,0,349.413210925352,0,0,0,95.134659119398,476.09452963412,0,0,0,0,0,0,0,0,0,0,5761.37871017041,0,2680.5859027439,5547.95762550809,5662.60460264937,37074.1316794323,3852.32717011689,0,0,0,0,443.305591519282,0,0,0,951.51025190639,7169.62048178597,0,2994.5564213809,0,0,0,3461.79839173251,0,7404.2974636321,9902.2117481651,0,0,1007.47926143751,0,2353.50385784896,0,0,0,0,310.214665061726,3976.96201108646,0,23.8113238900031
"5",0,0,0,440.932410616192,0,0,0,4846.06424758776,1502.85432429898,0,1426.41364830679,0,0,0,0,0,198.073367820052,0,0,0,0,0,0,2822.22078462088,0,0,0,0,0,0,0,0,0,0,0,0,247.305998783732,0,0,0,0,196.496743192372,0,0,0,0,0,0,1333.6366530719,890.601996474961,0,0,0,0,0,0,0,442.02592113873,0,0,0,0,0,0,440.06124381903,0,6819.13389172843,0,0,0,0,0,510.620760093118,0,0,0,0,0,0,0,0,0,1754.47676448911,0,0,0,0
"6",0,0,0,0,0,0,0,0,0,438.592946856829,1819.84678550786,0,2618.78218061964,0,0,0,86.1744644136494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691.184893334381,0,1920.49687543094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331.921853836748,0,0,0,0,0
"7",0,0,0,0,1033.18582619668,0,0,1376.69919644629,1288.89439636424,0,370.310503489845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1398.76748761768,0,0,0,0,0,0,0,0,0,0,0,1033.14430383458,0,0,0,0,0,31.6130724688575,0,761.077681628766,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",0,2574.23529002011,0,10782.9780547791,32.6657559975174,113.844721135922,0,0,6089.13588093473,2764.23790405763,23530.7609622212,12489.841282998,6400.90196150039,375.821017208643,8005.28920108159,0,2260.95783099443,0,3553.22512676341,0,0,0,0,5673.11135546267,38.6573682410218,0,0,0,0,0,0,0,0,0,0,353.065599286313,303.378831909612,0,0,0,0,0,0,0,0,0,0,0,22388.7719166851,0,948.988262696067,2112.52120973999,0,729.661215982476,10371.602290423,4953.53442036509,94.5730912647737,0,0,0,0,236.959021959459,0,0,819.684847366942,0,14416.2222927667,17297.4826164741,0,0,0,0,15823.7329235673,489.106675728743,457.170532750454,0,796.02165497083,0,2100.10551746322,132.675988447795,162.119885925618,0,14067.2465147996,658.29206750906,0,0,0
"9",606.214974674704,0,0,12260.8592517253,0,0,0,20953.2671204393,0,9519.81081887137,0,8368.25910806945,246.74767032121,571.970275690347,0,0,5411.99421808725,2766.68775340075,1046.69025784336,1236.19024305598,0,869.664947576138,0,3218.21271376785,0,0,21.8421397811697,0,345.146796387855,308.955072060321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448.373364555295,476.43131758195,4216.37749716032,20195.0094894145,10.7507171789225,0,1507.49187600723,1517.95154905957,0,732.962058687936,0,0,1224.89835750129,0,0,498.955489436211,42.4016516973871,113.372689481534,1101.74278823843,0,2202.02866282801,3839.78735513478,226.581861974005,0,2419.7011239396,0,17203.8986262275,4056.97400596435,0,0,333.407237653726,0,3759.70546383913,0,0,1647.23282524856,1320.14040185611,0,0,1341.41022758168,0
"10",4494.21787857251,0,0,2467.47618347069,0,0,0,2178.0305442312,2276.45712500898,0,5771.38119155328,2410.32876193583,1407.39281879899,0,5719.57109487341,0,6765.48408034915,5870.92553216997,4129.18048737942,288.460600662622,441.415381669747,0,2523.29340114111,5413.96521257324,792.843499233774,0,0,0,0,0,0,0,1572.5167170632,0,0,0,0,0,0,0,0,0,0,0,0,74.970388150355,0,0,939.163988943455,0,0,10640.845172873,14616.6709891776,6577.47237113898,2054.78431335527,2953.62486033032,255.574909493171,0,0,0,262.284649883618,0,0,0,2364.44185548439,0,3164.88918252126,13898.5753511141,2392.24537102601,1983.17461735515,0,0,3138.1130643097,1364.5362775639,1372.8016753295,0,0,0,0,2321.31144849458,868.62407828092,0,3181.33789610897,0,246.855706825611,4710.86132155302,0
