"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87"
"1",0,0,0,0,68.0121577847475,0,0,2719.70777961438,521.856292551648,928.942584539657,2159.06421218028,2654.0579046074,2027.50361897928,1775.17413229357,3624.59143347187,0,376.41154587454,0,0,0,0,0,4195.38595007504,0,0,0,0,0,306.936128068471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,986.889368946683,0,0,837.974616346723,192.443824988524,0,0,0,0,0,168.770737226121,0,0,146.750383047063,0,0,0,0,0,0,0,0,0,1089.39900458506,0,0,0,0,0,0,0,0,0,264.128324818878,0,0,0,0
"2",0,0,0,0,0,0,0,2197.20178194986,3739.73975352311,1987.96003010119,0,21.2269298928078,0,0,0,0,2335.37920344686,0,1204.00812337278,0,0,0,730.10266684808,3940.61594981721,0,0,872.317804321993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1898.34058126711,0,0,0,138.821718796078,0,0,446.018505866167,0,29.9608033965534,0,0,0,0,0,815.634657357828,829.858514282403,0,59.6797414829711,0,0,5105.84045751891,3595.38434959917,412.715567158959,0,0,0,0,0,0,0,0,0,0,0,0
"3",1984.66574986624,0,0,378.073382539223,0,0,0,262.260785823978,0,752.882690378767,0,556.811332853149,666.227362196728,1634.77743765429,0,0,472.113996071441,249.559765179469,0,730.280855001919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.8218694208169,0,0,0,0,0,0,0,0,0,0,0,537.657478043117,0,0,1507.24438911053,0,0,0,0,0,0,147.446653157932,0,0,518.08688517349,0,0,0,0,331.457613644001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",634.403775877992,1382.92636769777,0,0,1102.89551134023,0,771.101691866791,63337.0396571239,229.02635617826,14881.4820032595,446.326279443997,5897.5687010788,27618.1988071005,0,2409.61951278159,335.200848795271,5241.16639774911,0,5737.37224056755,521.640816504818,0,337.831267730436,0,7108.39222777122,1331.30469654202,0,442.465454234668,35.2245939011514,0,1460.52003436509,0,1157.79439607,0,0,0,0,130.850769002668,0,143.93526806783,106.837455564923,0,0,0,0,0,0,0,913.864491172116,858.296794956314,0,0,15143.9837405923,0,31193.7857969353,1019.50822190696,4599.47555858091,0,73.9403538039321,0,0,0,52.7306942620857,0,1464.7728542983,1718.2417932821,158.617197740422,2325.90652595665,2117.6139902677,0,0,316.139552225894,0,1967.52737763217,8220.86616683723,2451.3420488033,0,0,0,1093.91168078636,1194.41620106397,0,0,7779.40926000316,0,73.2317509224139,672.277616274945,0
"5",0,0,0,742.127492298021,0,0,0,2919.85611447267,106.269423754754,984.607568836857,2867.97412038724,0,0,0,0,0,0,1461.92133279884,0,0,0,0,0,705.321118765261,0,0,0,0,0,8.86139847126412,0,746.257742557621,0,0,0,0,0,0,0,0,51.2198606671617,0,0,0,16.8347698294914,0,0,0,1794.99215284834,0,254.479551167537,0,1699.22593019471,0,0,0,2318.55446502213,0,0,0,0,0,0,0,0,0,3189.48104616248,838.348396121479,0,22.5703994266522,0,0,2.07084579474008,0,878.367220973165,0,60.5532096504115,0,0,0,0,0,0,0,500.503408956679,1700.52118688452,0
"6",0,0,0,0,0,0,0,0,0,0,457.906812787735,0,2240.58266788082,0,0,0,0,0,0,0,0,0,0,0,35.1746875066651,1257.7796068298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2118.81424001151,0,0,596.255591630362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425.136642533797,0,0,775.349750819353,0
"7",0,0,584.695392570406,0,0,0,0,0,0,0,152.900579287383,0,0,177.8521902552,0,0,0,0,569.372199844306,0,0,0,0,2523.57612360467,942.551432544201,0,835.500380385933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320.349989593012,0,0,0,378.980410254529,0,0,0,0,0,0,186.877859846242,0,0,0,0,0,0,0,0,0,621.035909861051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",0,0,3548.90243326521,8989.72268317693,2563.78735727286,0,1311.02710795967,0,6850.47701990701,2941.0976993603,23449.9363252294,10760.2880459103,0,2206.92100411698,4397.26603688251,0,9737.02280893127,0,8315.68532463715,683.242941835407,0,68.4940279320424,0,5952.56239218704,295.706202822238,568.973559035124,0,0,0,653.574308077303,0,0,0,982.027231679986,1561.6758687296,0,101.978529929169,0,0,0,0,0,0,0,0,0,0,0,27812.4105366299,3948.335587004,0,2280.59892743416,4253.8350027021,2651.28855130912,10181.8631490548,0,0,692.976953811381,0,321.771589544246,0,0,0,0,0,0,10842.2056195679,11101.7473115813,0,1014.0764058695,3045.89063096873,0,12885.9443292305,1892.98990694383,0,0,0,0,1384.47528770049,1804.26901438967,4.40700180654176,249.847736826265,1797.37213279546,0,0,291.906507431334,0
"9",253.864760049725,4989.32734235369,0,6103.00527275947,5764.07805110365,944.32981304937,0,18920.1720420308,0,3677.85599062047,2989.9673343289,7650.48542717384,2724.56749714145,2429.57543602022,256.285607775511,0,0,4188.46060141203,3914.83176316005,0,0,402.054982719697,3173.11456387178,2750.60671043292,437.034129305966,0,130.629440873248,43.9678602369502,0,0,445.089484790388,0,254.928619646365,0,1967.39552046813,0,0,0,0,0,0,0,0,0,0,0,175.359714169828,0,11563.0760077144,11055.3353289168,6480.92846622725,341.700029368888,114.23109098183,2978.26960971967,1786.94158195347,1135.85603742185,0,0,0,0,0,536.719770210738,0,1297.2561567156,0,0,3875.39131800228,1863.16115189675,0,255.867935671475,1871.62307293367,0,15095.4179899536,8.36290400334121,0,0,0,86.9099687624494,0,145.210499207698,0,0,1599.48226491853,0,1013.81188862599,497.558961299598,0
"10",8139.82362443553,0,0,12897.87450182,0,0,0,1133.46967172907,137.92458880453,0,0,5157.09207767872,5942.2168671008,548.942872241141,1321.64663234273,0,984.132022617406,571.708058128118,7636.29363120716,0,0,0,2044.62845963331,191.563366661258,928.996445569646,0,6.55419412092033,0,0,1038.27517010757,0,1763.02319186312,489.777338590694,0,274.12352829037,0,0,116.520109042489,0,0,0,403.144304024209,0,0,0,200.565412171982,0,0,1675.39287776999,0,0,1879.00858811025,10244.2281645401,14247.807940568,1688.22803121393,0,0,0,312.538981038739,0,0,0,0,177.296078730892,0,0,12073.4125403664,15076.3814645043,4565.04318319244,43.3656061948694,2158.56282032186,0,13751.3137590018,0,0,0,546.035837776065,0,514.846158495721,1108.03932781639,889.260575579438,0,0,0,767.958602311783,259.083394286286,0
